index,personal_id,vivienda_id,acceso,year
122,863572114,86357211,1,2015
123,904741113,90474111,1,2015
124,614627112,61462711,1,2015
125,5322115113,532211511,0,2015
126,935030114,93503011,1,2015
127,827829113,82782911,1,2015
128,529563116,52956311,0,2015
129,516929112,51692911,1,2015
130,8439213112,843921311,0,2015
131,75757113,7575711,0,2015
132,574624113,57462411,0,2015
133,2941100113,294110011,0,2015
134,63554113,6355411,0,2015
135,14704114,1470411,0,2015
136,5970189113,597018911,1,2015
137,943282114,94328211,0,2015
138,522321113,52232111,0,2015
139,898829113,89882911,0,2015
140,70506113,7050611,1,2015
141,5627130113,562713011,1,2015
142,9829136115,982913611,0,2015
143,6341134113,634113411,0,2015
144,967626113,96762611,0,2015
145,595310112,59531011,0,2015
146,889315114,88931511,1,2015
147,540285116,54028511,1,2015
148,956170114,95617011,1,2015
149,971549113,97154911,1,2015
150,537052113,53705211,0,2015
151,937947113,93794711,0,2015
152,593554113,59355411,1,2015
153,566914113,56691411,1,2015
154,937443112,93744311,0,2015
155,815264112,81526411,1,2015
156,61037113,6103711,1,2015
157,69145116,6914511,1,2015
158,6124128114,612412811,1,2015
159,806429113,80642911,1,2015
160,540115115,54011511,1,2015
161,663239115,66323911,0,2015
162,920155113,92015511,1,2015
163,8620119113,862011911,1,2015
164,935775113,93577511,1,2015
165,70382115,7038211,1,2015
166,506914113,50691411,0,2015
167,823052112,82305211,1,2015
168,5678139114,567813911,0,2015
169,84772112,8477211,0,2015
170,920540114,92054011,0,2015
171,950125113,95012511,0,2015
172,1024916113,102491611,1,2015
173,691563115,69156311,1,2015
174,1002535113,100253511,0,2015
175,1031690113,103169011,1,2015
176,8223122114,822312211,1,2015
177,729210115,72921011,1,2015
178,51663114,5166311,0,2015
179,5396100115,539610011,0,2015
180,517870116,51787011,0,2015
181,635167113,63516711,0,2015
182,8633130113,863313011,1,2015
183,628451113,62845111,0,2015
184,637214114,63721411,1,2015
185,380027113,38002711,1,2015
186,661037116,66103711,1,2015
187,147075114,14707511,1,2015
188,62966115,6296611,0,2015
189,6905166115,690516611,1,2015
190,963056113,96305611,0,2015
191,6595150113,659515011,0,2015
192,13041113,1304111,0,2015
193,93795114,9379511,1,2015
194,659398113,65939811,1,2015
195,529545113,52954511,0,2015
196,87317112,8731711,1,2015
197,3273115111,327311511,0,2015
198,8454189113,845418911,0,2015
199,5491143115,549114311,1,2015
200,2582106113,258210611,1,2015
201,7343138114,734313811,1,2015
202,677324114,67732411,1,2015
203,9829137114,982913711,0,2015
204,848044113,84804411,1,2015
205,806394113,80639411,0,2015
206,62779113,6277911,1,2015
207,553245113,55324511,1,2015
208,669924115,66992411,1,2015
209,692049113,69204911,0,2015
210,7006200113,700620011,0,2015
211,707180113,70718011,0,2015
212,729351115,72935111,0,2015
213,7307107113,730710711,1,2015
214,740589113,74058911,1,2015
215,7520150113,752015011,1,2015
216,760210116,76021011,1,2015
217,761286113,76128611,1,2015
218,7878217112,787821711,1,2015
219,815517113,81551711,1,2015
220,8537105112,853710511,1,2015
221,872853113,87285311,0,2015
222,872811113,87281111,0,2015
223,874171113,87417111,1,2015
224,874558113,87455811,1,2015
225,903120114,90312011,0,2015
226,908115113,90811511,1,2015
227,9113156117,911315611,0,2015
228,91451114,9145111,0,2015
229,9855132113,985513211,1,2015
230,10126102112,1012610211,1,2015
231,10135109113,1013510911,0,2015
0,8603123113,860312311,1,2016
1,926429112,92642911,1,2016
2,740356114,74035611,0,2016
3,52437113,5243711,0,2016
4,641026113,64102611,0,2016
5,515657113,51565711,0,2016
6,97469113,9746911,1,2016
7,683237115,68323711,0,2016
8,724547112,72454711,1,2016
9,859072113,85907211,1,2016
10,930222113,93022211,1,2016
11,8276121115,827612111,0,2016
12,8222179113,822217911,0,2016
13,9229128115,922912811,0,2016
14,51674112,5167411,1,2016
15,67999115,6799911,0,2016
16,969668114,96966811,1,2016
17,968740114,96874011,0,2016
18,5471125113,547112511,0,2016
19,696267113,69626711,0,2016
20,808032113,80803211,0,2016
21,696039113,69603911,1,2016
22,68842113,6884211,0,2016
23,604833112,60483311,0,2016
24,751570114,75157011,0,2016
25,918951114,91895111,0,2016
26,895142112,89514211,0,2016
27,666095113,66609511,0,2016
28,8007124114,800712411,0,2016
29,852919113,85291911,1,2016
30,843343115,84334311,0,2016
31,6457428113,645742811,0,2016
32,7304139112,730413911,0,2016
33,895096113,89509611,1,2016
34,7284183113,728418311,0,2016
35,622135114,62213511,0,2016
36,1019532113,101953211,0,2016
37,7101172113,710117211,0,2016
38,9049204113,904920411,0,2016
39,639614112,63961411,0,2016
40,94838113,9483811,1,2016
41,633989113,63398911,0,2016
42,500234114,50023411,0,2016
43,707178113,70717811,1,2016
44,518042113,51804211,0,2016
45,518867113,51886711,1,2016
46,869150114,86915011,0,2016
47,728526113,72852611,0,2016
48,9164106113,916410611,0,2016
49,831770113,83177011,0,2016
50,85621115,8562111,1,2016
51,806321116,80632111,0,2016
52,570719113,57071911,0,2016
53,7166108113,716610811,1,2016
54,8502107114,850210711,1,2016
55,658182112,65818211,0,2016
56,521338113,52133811,0,2016
57,5322112115,532211211,0,2016
58,5554114113,555411411,0,2016
59,7539106113,753910611,1,2016
60,6135142114,613514211,0,2016
61,659392114,65939211,1,2016
62,5224215113,522421511,0,2016
63,6924132112,692413211,1,2016
64,664214113,66421411,1,2016
65,506416114,50641611,0,2016
66,6457105116,645710511,0,2016
67,9165100114,916510011,0,2016
68,75562114,7556211,1,2016
69,914264115,91426411,1,2016
70,9112103114,911210311,0,2016
71,584742114,58474211,1,2016
72,627337114,62733711,1,2016
73,589438113,58943811,0,2016
74,7266100113,726610011,0,2016
75,892278113,89227811,0,2016
76,5556122113,555612211,1,2016
77,937814114,93781411,1,2016
78,515413113,51541311,0,2016
79,83469113,8346911,0,2016
80,1001719113,100171911,1,2016
81,68583115,6858311,0,2016
82,5520142114,552014211,1,2016
83,867590114,86759011,1,2016
84,967641114,96764111,0,2016
85,71772112,7177211,1,2016
86,1000230113,100023011,0,2016
87,830414113,83041411,1,2016
88,76649114,7664911,1,2016
89,9081125113,908112511,0,2016
90,708446112,70844611,1,2016
91,777621113,77762111,1,2016
92,503431115,50343111,0,2016
93,731616113,73161611,1,2016
94,778533113,77853311,1,2016
95,883784113,88378411,0,2016
96,1020675114,102067511,1,2016
97,943282114,94328211,1,2016
98,6502108114,650210811,0,2016
99,75064117,7506411,1,2016
100,6110134114,611013411,1,2016
101,9191117113,919111711,0,2016
102,810525114,81052511,1,2016
103,81963112,8196311,0,2016
104,964826112,96482611,0,2016
105,5363122113,536312211,0,2016
106,76436114,7643611,0,2016
107,967626113,96762611,0,2016
108,89359113,8935911,0,2016
109,50607113,5060711,0,2016
110,501110113,50111011,0,2016
111,6888123116,688812311,0,2016
112,897119113,89711911,1,2016
113,928485113,92848511,1,2016
114,968631114,96863111,0,2016
115,8635122115,863512211,0,2016
116,529089114,52908911,0,2016
117,831768113,83176811,0,2016
118,663239115,66323911,1,2016
119,532772113,53277211,0,2016
120,6741149112,674114911,0,2016
121,7416106113,741610611,0,2016
122,775077113,77507711,1,2016
123,848946112,84894611,1,2016
124,88441114,8844111,0,2016
125,545237113,54523711,1,2016
126,1002535113,100253511,0,2016
127,877150113,87715011,1,2016
128,8745129113,874512911,0,2016
129,524216113,52421611,0,2016
130,971367113,97136711,1,2016
131,622997113,62299711,1,2016
132,575669114,57566911,0,2016
133,9711121113,971112111,0,2016
134,9346156114,934615611,1,2016
135,619392114,61939211,1,2016
136,80077114,8007711,0,2016
137,640220116,64022011,1,2016
138,82147112,8214711,0,2016
139,961758112,96175811,0,2016
140,62966115,6296611,0,2016
141,5384152113,538415211,0,2016
142,931157113,93115711,0,2016
143,10351116113,1035111611,1,2016
144,6368135113,636813511,0,2016
145,963056113,96305611,0,2016
146,947529112,94752911,1,2016
147,916410114,91641011,0,2016
148,843015113,84301511,1,2016
149,866873114,86687311,1,2016
150,529545113,52954511,0,2016
151,7683103112,768310311,0,2016
152,63577114,6357711,0,2016
153,863637113,86363711,0,2016
154,5676178114,567617811,0,2016
155,762669113,76266911,0,2016
156,830549113,83054911,0,2016
157,65305113,6530511,1,2016
158,1020675115,102067511,1,2016
159,5757114113,575711411,0,2016
160,8263111112,826311111,0,2016
161,555740112,55574011,1,2016
162,9165154113,916515411,0,2016
163,585674115,58567411,0,2016
164,9065202113,906520211,0,2016
165,73069115,7306911,1,2016
166,526770114,52677011,0,2016
167,5331103114,533110311,1,2016
168,53511113,5351111,1,2016
169,5411104113,541110411,0,2016
170,5420199113,542019911,0,2016
171,55323114,5532311,1,2016
172,56898113,5689811,0,2016
173,5806202114,580620211,1,2016
174,613546118,61354611,0,2016
175,618866114,61886611,1,2016
176,619732114,61973211,1,2016
177,6261139114,626113911,0,2016
178,6280211113,628021111,1,2016
179,628390113,62839011,0,2016
180,640685114,64068511,0,2016
181,640688113,64068811,0,2016
182,6411187113,641118711,1,2016
183,658384113,65838411,0,2016
184,661133113,66113311,1,2016
185,672384112,67238411,1,2016
186,672354113,67235411,1,2016
187,675836113,67583611,1,2016
188,6758170112,675817011,1,2016
189,6802115112,680211511,1,2016
190,686396113,68639611,1,2016
191,6890149114,689014911,1,2016
192,6919159114,691915911,0,2016
193,6923121115,692312111,0,2016
194,692655112,69265511,1,2016
195,6942100113,694210011,1,2016
196,6942156113,694215611,1,2016
197,6962101113,696210111,1,2016
198,70234113,7023411,0,2016
199,7041304115,704130411,1,2016
200,7054101114,705410111,1,2016
201,708755113,70875511,0,2016
202,7105110115,710511011,1,2016
203,711947113,71194711,1,2016
204,721934114,72193411,0,2016
205,7411124113,741112411,1,2016
206,741143119,74114311,0,2016
207,7445205113,744520511,0,2016
208,75056116,7505611,0,2016
209,754051113,75405111,0,2016
210,767654114,76765411,0,2016
211,7932124112,793212411,1,2016
212,799341113,79934111,1,2016
213,8115103114,811510311,1,2016
214,8125145113,812514511,0,2016
215,813811113,81381111,1,2016
216,8228115115,822811511,0,2016
217,82314112,8231411,0,2016
218,8286141113,828614111,1,2016
219,828691113,82869111,1,2016
220,8509111113,850911111,1,2016
221,854780112,85478011,1,2016
222,875298134,87529813,1,2016
223,8823109112,882310911,0,2016
224,883734113,88373411,1,2016
225,8867141113,886714111,1,2016
226,895145113,89514511,0,2016
227,903120114,90312011,1,2016
228,91612114,9161211,1,2016
229,92435115,9243511,1,2016
230,92556113,9255611,1,2016
231,938211113,93821111,1,2016
232,9399214112,939921411,1,2016
233,947863112,94786311,1,2016
234,955649113,95564911,0,2016
235,981637113,98163711,0,2016
236,982345114,98234511,1,2016
237,985513114,98551311,1,2016
238,986130114,98613011,1,2016
239,9927141115,992714111,1,2016
240,100434116,10043411,1,2016
241,1013077114,101307711,1,2016
242,1021644113,102164411,0,2016
243,1022134113,102213411,0,2016
244,1032734114,103273411,0,2016
245,1038156114,103815611,0,2016
0,9605147113,960514711,0,2017
1,740356114,74035611,0,2017
2,1004375113,100437511,0,2017
3,683237115,68323711,1,2017
4,5878142113,587814211,1,2017
5,717038113,71703811,1,2017
6,6812133113,681213311,1,2017
7,9622107115,962210711,0,2017
8,968740114,96874011,1,2017
9,645376113,64537611,0,2017
10,633757114,63375711,0,2017
11,635745113,63574511,1,2017
12,5916102113,591610211,0,2017
13,1009881113,100988111,1,2017
14,68064112,6806411,0,2017
15,503431115,50343111,0,2017
16,6021111113,602111111,0,2017
17,61037113,6103711,0,2017
18,656730113,65673011,0,2017
19,6105120112,610512011,0,2017
20,861052113,86105211,1,2017
21,1001377113,100137711,0,2017
22,973217114,97321711,0,2017
23,9045160113,904516011,0,2017
24,991511114,99151111,0,2017
25,869150114,86915011,1,2017
26,695694113,69569411,0,2017
27,595710113,59571011,0,2017
28,855046113,85504611,0,2017
29,964814115,96481411,0,2017
30,1032791113,103279111,0,2017
31,660818113,66081811,0,2017
32,948554113,94855411,1,2017
33,585088114,58508811,0,2017
34,891397113,89139711,1,2017
35,992125113,99212511,0,2017
36,723917114,72391711,1,2017
37,584148114,58414811,0,2017
38,658182115,65818211,0,2017
39,7013112113,701311211,1,2017
40,513266114,51326611,0,2017
41,577061112,57706111,0,2017
42,529091114,52909111,0,2017
43,6413207113,641320711,0,2017
44,656748113,65674811,0,2017
45,66108114,6610811,1,2017
46,1014686113,101468611,0,2017
47,848946113,84894611,1,2017
48,5774293113,577429311,0,2017
49,534730114,53473011,0,2017
50,514948113,51494811,0,2017
51,528775113,52877511,0,2017
52,987342112,98734211,1,2017
53,967641114,96764111,0,2017
54,661398113,66139811,0,2017
55,8562106114,856210611,1,2017
56,9123245113,912324511,0,2017
57,656748114,65674811,0,2017
58,6403249113,640324911,0,2017
59,73069116,7306911,1,2017
60,896714113,89671411,0,2017
61,10343115112,1034311511,0,2017
62,591819113,59181911,0,2017
63,872221113,87222111,0,2017
64,593088113,59308811,0,2017
65,806237114,80623711,1,2017
66,892077114,89207711,1,2017
67,9898175113,989817511,0,2017
68,5465180114,546518011,1,2017
69,883784113,88378411,0,2017
70,862247113,86224711,0,2017
71,593776113,59377611,0,2017
72,925075223,92507522,0,2017
73,834867113,83486711,0,2017
74,58065114,5806511,0,2017
75,695222113,69522211,0,2017
76,7781134114,778113411,1,2017
77,81963112,8196311,1,2017
78,878870113,87887011,0,2017
79,89359113,8935911,1,2017
80,6453196113,645319611,1,2017
81,895145112,89514511,0,2017
82,676610113,67661011,0,2017
83,763081114,76308111,0,2017
84,553524113,55352411,1,2017
85,54826113,5482611,1,2017
86,793519113,79351911,1,2017
87,869124113,86912411,0,2017
88,691318115,69131811,1,2017
89,6165142113,616514211,0,2017
90,626594117,62659411,0,2017
91,703131113,70313111,1,2017
92,511171113,51117111,0,2017
93,6150128112,615012811,1,2017
94,6340155113,634015511,0,2017
95,74628113,7462811,1,2017
96,5347113113,534711311,0,2017
97,74506113,7450611,0,2017
98,7370101115,737010111,1,2017
99,906182114,90618211,0,2017
100,580285113,58028511,1,2017
101,503399117,50339911,0,2017
102,50607113,5060711,1,2017
103,729210115,72921011,1,2017
104,633759113,63375911,0,2017
105,64395115,6439511,1,2017
106,888074113,88807411,0,2017
107,778389115,77838911,0,2017
108,70382116,7038211,0,2017
109,728216113,72821611,0,2017
110,581340114,58134011,0,2017
111,954953113,95495311,1,2017
112,540723114,54072311,0,2017
113,9615161114,961516111,1,2017
114,964715113,96471511,1,2017
115,731116114,73111611,1,2017
116,982134112,98213411,0,2017
117,694371113,69437111,1,2017
118,845085113,84508511,0,2017
119,925035114,92503511,1,2017
120,825572113,82557211,0,2017
121,1042528114,104252811,1,2017
122,961189223,96118922,0,2017
123,806137113,80613711,0,2017
124,5676178114,567617811,0,2017
125,762669113,76266911,1,2017
126,763019114,76301911,1,2017
127,698611115,69861111,0,2017
128,7806167113,780616711,0,2017
129,751861112,75186111,1,2017
130,621350114,62135011,1,2017
131,692579114,69257911,1,2017
132,5757114113,575711411,0,2017
133,691366113,69136611,1,2017
134,734353114,73435311,0,2017
135,943127113,94312711,1,2017
136,8080118113,808011811,0,2017
137,501225113,50122511,1,2017
138,50243115,5024311,0,2017
139,5064147111,506414711,1,2017
140,515433117,51543311,0,2017
141,52353112,5235311,1,2017
142,523541113,52354111,1,2017
143,5368116113,536811611,1,2017
144,53889113,5388911,1,2017
145,539279114,53927911,0,2017
146,5411104113,541110411,1,2017
147,543566113,54356611,1,2017
148,5517144114,551714411,1,2017
149,557287112,55728711,1,2017
150,5634106113,563410611,1,2017
151,566376114,56637611,0,2017
152,5667200113,566720011,1,2017
153,567434115,56743411,0,2017
154,568535113,56853511,0,2017
155,568811111,56881111,1,2017
156,57268113,5726811,0,2017
157,5729116115,572911611,0,2017
158,5774116114,577411611,0,2017
159,585992113,58599211,1,2017
160,5957122113,595712211,0,2017
161,604726113,60472611,0,2017
162,607747112,60774711,0,2017
163,6136125114,613612511,1,2017
164,6150128113,615012811,1,2017
165,6171108115,617110811,1,2017
166,6177288115,617728811,0,2017
167,618843117,61884311,1,2017
168,619623115,61962311,1,2017
169,6285102115,628510211,0,2017
170,62978114,6297811,1,2017
171,633989114,63398911,0,2017
172,637385114,63738511,1,2017
173,6390131113,639013111,1,2017
174,6403102113,640310211,1,2017
175,643089113,64308911,1,2017
176,6448110115,644811011,0,2017
177,650160113,65016011,1,2017
178,6524106114,652410611,0,2017
179,656078113,65607811,1,2017
180,662959113,66295911,0,2017
181,662959114,66295911,1,2017
182,662958114,66295811,0,2017
183,665727114,66572711,0,2017
184,6665121113,666512111,1,2017
185,673896114,67389611,1,2017
186,678729112,67872911,1,2017
187,678964114,67896411,0,2017
188,6902106114,690210611,1,2017
189,690214114,69021411,0,2017
190,690291114,69029111,1,2017
191,69174112,6917411,0,2017
192,692579115,69257911,0,2017
193,6962101114,696210111,1,2017
194,696245113,69624511,0,2017
195,702341115,70234111,1,2017
196,70234113,7023411,1,2017
197,703565113,70356511,1,2017
198,7075183113,707518311,1,2017
199,707569113,70756911,0,2017
200,709114117,70911411,1,2017
201,7101131113,710113111,1,2017
202,715870112,71587011,1,2017
203,718665112,71866511,1,2017
204,724740114,72474011,1,2017
205,7318120112,731812011,1,2017
206,7364127113,736412711,1,2017
207,740589114,74058911,1,2017
208,744747114,74474711,0,2017
209,74628114,7462811,0,2017
210,754051113,75405111,1,2017
211,756298114,75629811,1,2017
212,7604109115,760410911,0,2017
213,763979114,76397911,1,2017
214,7691123115,769112311,1,2017
215,769998113,76999811,0,2017
216,771826113,77182611,1,2017
217,7855111113,785511111,1,2017
218,7858163113,785816311,1,2017
219,7926113114,792611311,1,2017
220,7956123113,795612311,1,2017
221,8174131113,817413111,1,2017
222,818486113,81848611,1,2017
223,821218113,82121811,1,2017
224,82244114,8224411,0,2017
225,82314113,8231411,1,2017
226,827241113,82724111,0,2017
227,830344114,83034411,1,2017
228,830425114,83042511,1,2017
229,840543112,84054311,0,2017
230,8443265113,844326511,0,2017
231,8443260113,844326011,0,2017
232,850929114,85092911,1,2017
233,854922113,85492211,1,2017
234,861446114,86144611,1,2017
235,8614123113,861412311,1,2017
236,8646120113,864612011,1,2017
237,874558114,87455811,1,2017
238,8774161113,877416111,0,2017
239,885410113,88541011,0,2017
240,8888105113,888810511,1,2017
241,889657113,88965711,0,2017
242,8898149113,889814911,1,2017
243,898425113,89842511,0,2017
244,9006144115,900614411,0,2017
245,906755113,90675511,1,2017
246,908115114,90811511,1,2017
247,916850113,91685011,1,2017
248,922357113,92235711,1,2017
249,9223100114,922310011,0,2017
250,924547114,92454711,1,2017
251,9253166113,925316611,1,2017
252,928234113,92823411,1,2017
253,9325122113,932512211,0,2017
254,935523113,93552311,1,2017
255,937590113,93759011,1,2017
256,938584113,93858411,1,2017
257,955649113,95564911,1,2017
258,961174113,96117411,1,2017
259,963140112,96314011,1,2017
260,96367114,9636711,1,2017
261,9654114114,965411411,1,2017
262,9681124113,968112411,1,2017
263,969899113,96989911,1,2017
264,974524114,97452411,1,2017
265,985837113,98583711,1,2017
266,986164112,98616411,1,2017
267,989473115,98947311,1,2017
268,9899169112,989916911,1,2017
269,9903121113,990312111,0,2017
270,992754113,99275411,0,2017
271,1001155112,100115511,0,2017
272,1008524115,100852411,1,2017
273,101028113,10102811,1,2017
274,1011389116,101138911,0,2017
275,1025470114,102547011,0,2017
276,10370103113,1037010311,1,2017
277,1038156112,103815611,1,2017
278,10591144112,1059114411,0,2017
279,10627120112,1062712011,1,2017
0,823422112,82342211,0,2018
1,959891112,95989111,0,2018
2,590320113,59032011,0,2018
3,957599112,95759911,0,2018
4,1071381112,107138111,0,2018
5,981637116,98163711,0,2018
6,973217113,97321711,0,2018
7,5841127113,584112711,0,2018
8,5813210113,581321011,0,2018
9,590636113,59063611,1,2018
10,7057216114,705721611,0,2018
11,511387113,51138711,0,2018
12,645026113,64502611,0,2018
13,1035120113,103512011,0,2018
14,584148114,58414811,0,2018
15,8347129113,834712911,0,2018
16,5441114113,544111411,0,2018
17,7010187113,701018711,0,2018
18,101027115,10102711,0,2018
19,834867113,83486711,0,2018
20,591868114,59186811,0,2018
21,605356114,60535611,0,2018
22,5393100113,539310011,0,2018
23,894389113,89438911,0,2018
24,5774293113,577429311,0,2018
25,50355113,5035511,0,2018
26,9100124112,910012411,0,2018
27,539284113,53928411,0,2018
28,10068130113,1006813011,0,2018
29,6445139115,644513911,0,2018
30,7692193114,769219311,0,2018
31,9255155112,925515511,0,2018
32,995524114,99552411,0,2018
33,879316114,87931611,0,2018
34,500998113,50099811,1,2018
35,501225114,50122511,1,2018
36,503773113,50377311,1,2018
37,507932113,50793211,1,2018
38,512937113,51293711,0,2018
39,519373115,51937311,1,2018
40,519720114,51972011,0,2018
41,519733114,51973311,1,2018
42,51988113,5198811,1,2018
43,52235112,5223511,1,2018
44,523791114,52379111,1,2018
45,524330114,52433011,0,2018
46,5256103114,525610311,0,2018
47,535470113,53547011,0,2018
48,5437145112,543714511,1,2018
49,5439136113,543913611,0,2018
50,5439217113,543921711,0,2018
51,5441273113,544127311,1,2018
52,5465178113,546517811,1,2018
53,548352113,54835211,1,2018
54,5522111113,552211111,1,2018
55,55229113,5522911,1,2018
56,552443113,55244311,1,2018
57,556694113,55669411,1,2018
58,556861114,55686111,1,2018
59,556957112,55695711,1,2018
60,558335114,55833511,0,2018
61,562327113,56232711,1,2018
62,5624241114,562424111,0,2018
63,568851114,56885111,0,2018
64,571748113,57174811,1,2018
65,571731113,57173111,0,2018
66,576447113,57644711,0,2018
67,5815157114,581515711,1,2018
68,586051114,58605111,0,2018
69,5957122113,595712211,1,2018
70,602888114,60288811,1,2018
71,606351113,60635111,0,2018
72,610591113,61059111,1,2018
73,610576113,61057611,1,2018
74,613530114,61353011,0,2018
75,6170100114,617010011,1,2018
76,617355116,61735511,1,2018
77,6177288115,617728811,1,2018
78,6202219113,620221911,1,2018
79,62836115,6283611,0,2018
80,628521113,62852111,1,2018
81,63034113,6303411,1,2018
82,6333133113,633313311,0,2018
83,636961113,63696111,0,2018
84,6373110114,637311011,1,2018
85,638966113,63896611,1,2018
86,6390131114,639013111,1,2018
87,6403102114,640310211,0,2018
88,6448110115,644811011,1,2018
89,648327114,64832711,1,2018
90,649758116,64975811,1,2018
91,6514109113,651410911,1,2018
92,654016113,65401611,1,2018
93,6544113113,654411311,1,2018
94,654414114,65441411,1,2018
95,661133114,66113311,1,2018
96,6613108114,661310811,0,2018
97,663069113,66306911,0,2018
98,666544113,66654411,0,2018
99,670475115,67047511,1,2018
100,672354114,67235411,1,2018
101,678528113,67852811,1,2018
102,680665113,68066511,1,2018
103,6850113114,685011311,1,2018
104,686396114,68639611,0,2018
105,6882146115,688214611,0,2018
106,6882146114,688214611,1,2018
107,688789114,68878911,1,2018
108,689796113,68979611,1,2018
109,690642113,69064211,1,2018
110,690912114,69091211,1,2018
111,691896112,69189611,1,2018
112,691915113,69191511,0,2018
113,692579115,69257911,0,2018
114,69455112,6945511,1,2018
115,6964116113,696411611,1,2018
116,6967105113,696710511,1,2018
117,696743114,69674311,1,2018
118,6984136113,698413611,0,2018
119,704297114,70429711,0,2018
120,704622113,70462211,1,2018
121,7089124113,708912411,0,2018
122,711231113,71123111,1,2018
123,711965113,71196511,0,2018
124,725277113,72527711,1,2018
125,729652115,72965211,1,2018
126,734840112,73484011,0,2018
127,737930114,73793011,1,2018
128,742294114,74229411,1,2018
129,7442374113,744237411,1,2018
130,7455170116,745517011,1,2018
131,7510126114,751012611,1,2018
132,7520150114,752015011,1,2018
133,753827113,75382711,1,2018
134,760210126,76021012,0,2018
135,7604109115,760410911,1,2018
136,760714115,76071411,0,2018
137,760849116,76084911,0,2018
138,763963118,76396311,1,2018
139,7712107113,771210711,1,2018
140,7768144114,776814411,1,2018
141,777026112,77702611,1,2018
142,780914112,78091411,1,2018
143,7854174114,785417411,1,2018
144,790194117,79019411,0,2018
145,793369113,79336911,0,2018
146,793331123,79333112,1,2018
147,793612113,79361211,1,2018
148,797613115,79761311,1,2018
149,80568114,8056811,0,2018
150,807044113,80704411,1,2018
151,812232113,81223211,1,2018
152,8125143114,812514311,0,2018
